product_name,category,unit_size,batch_id,production_date,total_weight_kg,in_stock_quantity,price_per_unit,cost_per_unit,operator_name,print_count,printed_by
Mithi Chatani,Chutney,500gm,B05854,2023-02-12,50.5,101,71.19,50.99,Neha,19,Printer_C
Dhana Powder,Masala,200gm,B05855,2024-04-10,12.4,62,51.98,40.64,Ravi,285,Printer_B
Mango Pickle,Pickle,200gm,B05856,2023-05-21,21.2,106,76.49,48.06,Seema,142,Printer_B
Javas Chatani,Chutney,1kg,B05857,2024-05-24,133.0,133,116.68,86.87,Ajay,252,Printer_B
Javas Chatani,Chutney,500gm,B05858,2023-04-11,29.0,58,69.65,53.04,Sunil,104,Printer_A
Sweet N Hot Lemon Pickle,Pickle,200gm,B05859,2023-12-11,24.2,121,112.45,84.29,Neha,15,Printer_C
Mango Pickle,Pickle,500gm,B05860,2025-07-17,29.0,58,72.92,60.19,Priya,83,Printer_B
Chicken Masala,Masala,200gm,B05861,2025-07-18,28.2,141,76.8,57.06,Ajay,294,Printer_C
sabudana papad,Papad,100gm,B05862,2025-11-14,14.4,144,66.42,52.22,Sunil,21,Printer_A
Biryani Pulav Masala,Masala,500gm,B05863,2025-08-26,56.0,112,136.73,91.67,Priya,247,Printer_B
Green Chilly Pickle,Pickle,200gm,B05864,2024-08-21,20.6,103,73.72,64.99,Neha,156,Printer_A
Green Chilly Pickle,Pickle,50gm,B05865,2023-12-20,2.95,59,73.77,58.6,Sunil,62,Printer_B
Kitchen King Masala,Masala,500gm,B05866,2024-11-15,30.5,61,75.5,56.14,Priya,141,Printer_A
Misal Masala,Masala,50gm,B05867,2024-12-19,6.1,122,134.04,84.65,Neha,67,Printer_B
Bedgi Mirchi Powder,Masala,500gm,B05868,2025-05-28,52.0,104,137.28,112.2,Sunil,251,Printer_A
Dal Tadka Masala,Masala,100gm,B05869,2024-01-13,6.0,60,112.87,85.6,Priya,188,Printer_B
Murabba,Pickle,1kg,B05870,2023-07-17,123.0,123,74.92,55.38,Ravi,37,Printer_B
Green Chilly Pickle,Pickle,50gm,B05871,2025-01-07,4.95,99,148.97,125.87,Sunil,167,Printer_C
Chunda,Pickle,100gm,B05872,2023-12-16,12.1,121,73.67,62.95,Seema,101,Printer_B
Lime Chilly Pickle,Pickle,100gm,B05873,2024-09-04,14.8,148,124.81,83.46,Priya,56,Printer_C
Meat Masala,Masala,1kg,B05874,2025-05-20,112.0,112,62.24,55.73,Priya,70,Printer_C
Green Chilly Pickle,Pickle,1kg,B05875,2024-06-09,119.0,119,40.5,32.27,Ravi,44,Printer_A
Mix Pickle,Pickle,1kg,B05876,2024-12-04,122.0,122,84.76,56.08,Seema,192,Printer_C
Dal Tadka Masala,Masala,50gm,B05877,2025-02-26,5.65,113,138.28,94.76,Seema,128,Printer_C
Hirva Thecha,Thecha,50gm,B05878,2024-09-13,5.65,113,140.4,126.01,Neha,231,Printer_C
Chunda,Pickle,100gm,B05879,2023-08-10,12.3,123,79.89,55.12,Sunil,295,Printer_C
Bedgi Mirchi Powder,Masala,500gm,B05880,2024-11-22,47.5,95,88.67,70.91,Sunil,156,Printer_A
Mix Pickle,Pickle,200gm,B05881,2024-04-24,16.0,80,110.49,76.58,Ajay,166,Printer_C
Lemon Pickle,Pickle,200gm,B05882,2023-10-01,22.4,112,32.68,27.54,Sunil,101,Printer_B
Mango Pickle,Pickle,100gm,B05883,2025-11-15,11.9,119,77.32,64.18,Priya,48,Printer_B
Garam Masala,Masala,50gm,B05884,2024-05-06,7.9,158,37.53,22.69,Ajay,84,Printer_B
Panipuri Chatani,Chutney,200gm,B05885,2025-10-17,12.2,61,86.45,59.53,Seema,248,Printer_A
Chicken Masala,Masala,1kg,B05886,2025-07-23,108.0,108,140.4,108.43,Ajay,133,Printer_C
Mango Pickle,Pickle,1kg,B05887,2025-11-28,54.0,54,66.62,49.86,Priya,97,Printer_C
udad dal papad,Papad,500gm,B05888,2023-07-16,28.0,56,55.65,37.85,Seema,285,Printer_B
Karala Chatani,Chutney,50gm,B05889,2023-04-15,6.25,125,44.54,24.73,Ajay,94,Printer_C
Meat Masala,Masala,1kg,B05890,2024-05-27,136.0,136,48.5,35.69,Sunil,61,Printer_C
Chatpata Masala,Masala,100gm,B05891,2023-09-02,8.1,81,38.7,33.61,Ravi,156,Printer_A
Misal Masala,Masala,50gm,B05892,2024-11-19,2.6,52,53.5,34.78,Ravi,153,Printer_A
Jai Ho Mango Pickle,Pickle,100gm,B05893,2024-01-06,14.4,144,42.0,27.08,Ajay,234,Printer_C
Karala Chatani,Chutney,200gm,B05894,2025-06-26,21.4,107,125.36,90.94,Ajay,25,Printer_A
Chunda,Pickle,200gm,B05895,2023-12-22,18.2,91,139.33,100.25,Ravi,68,Printer_C
Chatpata Masala,Masala,200gm,B05896,2024-06-27,27.6,138,133.23,119.26,Seema,56,Printer_A
Mango Pickle,Pickle,50gm,B05897,2025-10-03,7.3,146,54.95,39.51,Neha,246,Printer_B
Lime Chilly Pickle,Pickle,50gm,B05898,2024-05-01,3.3,66,31.53,24.68,Sunil,129,Printer_A
Garam Masala,Masala,50gm,B05899,2025-12-28,2.55,51,103.23,83.88,Neha,119,Printer_B
Kashmiri Mirchi Powder,Masala,1kg,B05900,2024-11-22,90.0,90,43.72,30.05,Ravi,12,Printer_A
Green Chilly Pickle,Pickle,200gm,B05901,2025-03-06,27.6,138,131.16,108.09,Ravi,292,Printer_C
Mithi Chatani,Chutney,100gm,B05902,2025-10-09,5.1,51,85.48,71.9,Ravi,10,Printer_B
Dhana Powder,Masala,1kg,B05903,2024-05-28,68.0,68,101.3,85.13,Sunil,228,Printer_B
8+2 Mirchi Powder,Masala,200gm,B05904,2023-12-09,21.0,105,114.75,73.34,Seema,287,Printer_C
Tikha & Lal Mirchi Powder,Masala,200gm,B05905,2024-02-27,18.8,94,111.72,85.55,Priya,25,Printer_A
Papad,Papad,200gm,B05906,2023-02-11,14.0,70,116.1,92.56,Sunil,45,Printer_C
Garam Masala,Masala,200gm,B05907,2025-12-27,18.0,90,149.68,133.83,Priya,39,Printer_A
Mango Pickle,Pickle,1kg,B05908,2023-11-23,93.0,93,95.56,77.48,Neha,263,Printer_B
Murabba,Pickle,500gm,B05909,2023-11-09,61.5,123,81.4,61.82,Neha,180,Printer_B
Garam Masala,Masala,500gm,B05910,2024-01-09,70.5,141,131.11,110.35,Seema,168,Printer_B
Panipuri Chatani,Chutney,50gm,B05911,2024-08-09,7.4,148,85.59,59.67,Priya,266,Printer_B
Maruti Mix Pickle,Pickle,500gm,B05912,2024-11-04,62.0,124,70.43,55.46,Sunil,91,Printer_B
Jai Ho Mango Pickle,Pickle,50gm,B05913,2023-05-18,5.25,105,74.05,64.01,Sunil,59,Printer_B
8+2 Mirchi Powder,Masala,1kg,B05914,2023-12-19,133.0,133,147.31,103.62,Ajay,179,Printer_B
Khobra Lasun Chatani,Chutney,50gm,B05915,2025-03-16,3.15,63,133.33,90.14,Sunil,205,Printer_B
Shengdana Chatani,Chutney,200gm,B05916,2024-10-03,18.6,93,41.53,35.31,Neha,152,Printer_C
Garam Masala,Masala,200gm,B05917,2023-10-16,14.4,72,137.92,89.62,Sunil,19,Printer_C
Mix Pickle,Pickle,200gm,B05918,2023-01-27,10.6,53,137.68,94.52,Ravi,234,Printer_C
Mango Pickle,Pickle,500gm,B05919,2023-06-09,55.0,110,94.87,73.35,Neha,237,Printer_A
Sunday Kala Masala,Masala,200gm,B05920,2023-06-19,27.6,138,128.48,84.61,Priya,69,Printer_B
Garam Masala,Masala,50gm,B05921,2024-12-22,6.25,125,78.16,47.77,Priya,234,Printer_C
Haldi Powder,Masala,500gm,B05922,2025-02-09,57.0,114,122.9,82.59,Seema,194,Printer_C
Mango Pickle,Pickle,100gm,B05923,2025-10-26,16.1,161,54.17,27.77,Ajay,220,Printer_C
Goda Masala,Masala,50gm,B05924,2024-04-28,4.15,83,126.86,77.16,Ajay,52,Printer_B
Tikha & Lal Mirchi Powder,Masala,500gm,B05925,2024-01-23,52.5,105,66.13,41.85,Sunil,244,Printer_B
Maruti Mix Pickle,Pickle,50gm,B05926,2025-10-01,6.05,121,116.08,85.23,Ravi,239,Printer_B
Lemon Pickle,Pickle,100gm,B05927,2025-04-12,16.3,163,92.04,50.0,Ajay,233,Printer_A
Mix Pickle,Pickle,500gm,B05928,2024-07-02,80.0,160,104.27,53.87,Ajay,259,Printer_A
Green Chilly Pickle,Pickle,1kg,B05929,2025-03-27,100.0,100,77.03,55.53,Seema,129,Printer_B
Chunda,Pickle,50gm,B05930,2024-03-21,5.55,111,128.32,112.07,Priya,87,Printer_A
Kitchen King Masala,Masala,500gm,B05931,2023-10-20,51.5,103,148.77,87.87,Ajay,123,Printer_A
Chat Masala,Masala,500gm,B05932,2024-11-02,57.5,115,133.73,80.37,Neha,62,Printer_A
Green Chilly Pickle,Pickle,50gm,B05933,2024-09-26,6.45,129,31.14,18.72,Seema,156,Printer_C
Mango Pickle,Pickle,500gm,B05934,2025-10-18,27.5,55,148.3,109.63,Neha,286,Printer_A
Goda Masala,Masala,100gm,B05935,2024-10-26,6.2,62,141.6,89.97,Ravi,282,Printer_A
Biryani Pulav Masala,Masala,50gm,B05936,2025-08-05,6.0,120,103.75,68.98,Ajay,29,Printer_A
Mithi Chatani,Chutney,100gm,B05937,2025-01-21,16.0,160,111.87,73.74,Ajay,133,Printer_B
8+2 Mirchi Powder,Masala,200gm,B05938,2024-09-20,23.8,119,64.92,50.38,Ravi,73,Printer_B
Chat Masala,Masala,500gm,B05939,2023-06-14,48.5,97,132.28,107.45,Ravi,217,Printer_B
Mix Pickle,Pickle,500gm,B05940,2025-03-28,52.0,104,31.43,23.58,Neha,77,Printer_B
Malvani Masala,Masala,500gm,B05941,2025-07-05,41.5,83,38.74,34.15,Sunil,85,Printer_A
Chatpata Masala,Masala,200gm,B05942,2024-01-18,19.4,97,55.33,40.38,Neha,20,Printer_B
Green Chilly Pickle,Pickle,50gm,B05943,2025-06-26,2.5,50,143.99,91.11,Neha,114,Printer_C
Panipuri Chatani,Chutney,500gm,B05944,2023-11-18,46.0,92,95.96,59.82,Neha,157,Printer_A
Maruti Mix Pickle,Pickle,50gm,B05945,2025-01-13,7.6,152,34.17,25.22,Ajay,159,Printer_C
Sunday Kala Masala,Masala,100gm,B05946,2025-10-26,5.3,53,30.04,25.98,Priya,23,Printer_A
Misal Masala,Masala,50gm,B05947,2023-10-11,5.5,110,108.39,70.61,Sunil,222,Printer_A
Sweet N Hot Lemon Pickle,Pickle,1kg,B05948,2025-11-21,153.0,153,118.59,73.59,Ajay,29,Printer_B
Misal Masala,Masala,100gm,B05949,2024-06-26,7.9,79,57.91,50.05,Ravi,154,Printer_B
Shengdana Chatani,Chutney,50gm,B05950,2025-11-11,5.6,112,132.85,90.51,Sunil,134,Printer_A
Kolhapuri Jhatka,Masala,50gm,B05951,2023-07-17,6.65,133,116.76,83.83,Priya,91,Printer_B
Chat Masala,Masala,200gm,B05952,2023-12-01,17.0,85,121.09,101.15,Sunil,34,Printer_B
Karala Chatani,Chutney,50gm,B05953,2023-12-18,2.85,57,76.0,56.43,Neha,177,Printer_B
Chatpata Masala,Masala,500gm,B05954,2023-12-17,64.0,128,98.52,60.26,Sunil,287,Printer_B
Garam Masala,Masala,200gm,B05955,2023-06-17,22.6,113,70.76,51.54,Seema,176,Printer_A
Mango Pickle,Pickle,200gm,B05956,2024-04-01,28.2,141,51.57,34.14,Ajay,81,Printer_C
Kitchen King Masala,Masala,200gm,B05957,2024-12-04,12.8,64,86.59,72.2,Seema,90,Printer_B
Mango Pickle,Pickle,50gm,B05958,2024-08-16,6.7,134,130.42,94.9,Priya,186,Printer_A
Lasun Pickle,Pickle,50gm,B05959,2023-12-20,6.4,128,34.55,25.46,Sunil,71,Printer_C
Green Chilly Pickle,Pickle,50gm,B05960,2025-01-24,7.45,149,104.16,83.29,Ravi,158,Printer_A
Garam Masala,Masala,50gm,B05961,2024-04-02,3.4,68,139.14,118.42,Neha,201,Printer_A
Chatpata Masala,Masala,1kg,B05962,2025-12-07,138.0,138,108.56,79.93,Seema,88,Printer_B
Biryani Pulav Masala,Masala,1kg,B05963,2023-11-13,129.0,129,113.34,79.86,Priya,145,Printer_B
Kashmiri Mirchi Powder,Masala,500gm,B05964,2025-03-19,45.5,91,96.21,59.57,Neha,199,Printer_A
Mithi Chatani,Chutney,1kg,B05965,2023-06-02,165.0,165,137.57,87.29,Ajay,111,Printer_B
Hirva Thecha,Thecha,500gm,B05966,2023-03-27,30.5,61,103.89,79.5,Sunil,73,Printer_A
Mango Pickle,Pickle,1kg,B05967,2024-09-05,69.0,69,40.01,33.27,Priya,284,Printer_A
Lime Chilly Pickle,Pickle,500gm,B05968,2024-08-28,69.5,139,57.18,49.71,Seema,162,Printer_A
udad dal papad,Papad,200gm,B05969,2025-10-03,14.6,73,71.64,45.18,Priya,171,Printer_C
udad dal papad,Papad,200gm,B05970,2024-12-18,29.8,149,107.13,65.34,Sunil,198,Printer_A
Maruti Mango Pickle,Pickle,1kg,B05971,2024-12-10,127.0,127,91.47,48.83,Ajay,129,Printer_C
Karala Chatani,Chutney,50gm,B05972,2025-07-18,7.35,147,60.34,43.3,Priya,220,Printer_A
Malvani Masala,Masala,50gm,B05973,2023-03-09,6.4,128,116.58,81.31,Ravi,117,Printer_A
Hirva Thecha,Thecha,1kg,B05974,2025-09-08,129.0,129,70.99,63.02,Ravi,207,Printer_A
Maruti Mix Pickle,Pickle,200gm,B05975,2023-09-23,11.4,57,95.82,65.69,Priya,263,Printer_A
Kolhapuri Jhatka,Masala,50gm,B05976,2024-04-27,5.35,107,127.32,82.4,Priya,232,Printer_B
Chat Masala,Masala,200gm,B05977,2024-01-16,10.4,52,103.76,89.35,Priya,209,Printer_A
Maruti Mango Pickle,Pickle,500gm,B05978,2024-07-17,55.5,111,45.81,29.17,Priya,228,Printer_A
Biryani Pulav Masala,Masala,50gm,B05979,2024-03-16,3.9,78,104.3,88.26,Seema,39,Printer_C
Jai Ho Mango Pickle,Pickle,100gm,B05980,2023-03-28,5.5,55,84.2,61.51,Ravi,245,Printer_A
Goda Masala,Masala,1kg,B05981,2025-03-15,141.0,141,113.54,89.48,Ajay,248,Printer_B
Goda Masala,Masala,500gm,B05982,2023-02-19,47.5,95,136.31,77.75,Ajay,221,Printer_A
Biryani Pulav Masala,Masala,1kg,B05983,2025-03-21,125.0,125,117.89,82.91,Priya,226,Printer_C
Papad,Papad,500gm,B05984,2023-01-25,64.5,129,115.84,82.46,Neha,214,Printer_C
Green Chilly Pickle,Pickle,1kg,B05985,2023-11-06,165.0,165,115.32,70.87,Ajay,34,Printer_B
Lasun Pickle,Pickle,100gm,B05986,2024-03-22,14.6,146,37.78,24.85,Seema,175,Printer_C
Karala Chatani,Chutney,500gm,B05987,2025-10-22,78.5,157,73.71,51.23,Ajay,78,Printer_A
Green Chilly Pickle,Pickle,50gm,B05988,2025-09-26,6.95,139,98.96,51.96,Ajay,236,Printer_A
Kashmiri Mirchi Powder,Masala,50gm,B05989,2025-01-07,4.25,85,65.73,50.5,Seema,12,Printer_C
Lemon Pickle,Pickle,200gm,B05990,2025-04-17,17.6,88,51.83,33.73,Neha,292,Printer_C
Tikha & Lal Mirchi Powder,Masala,200gm,B05991,2025-04-09,16.6,83,65.89,41.89,Ajay,172,Printer_C
Meat Masala,Masala,500gm,B05992,2025-09-13,44.5,89,112.65,97.73,Ravi,61,Printer_A
Dhana Powder,Masala,1kg,B05993,2025-01-23,110.0,110,138.19,89.64,Ajay,222,Printer_B
8+2 Mirchi Powder,Masala,1kg,B05994,2025-07-22,126.0,126,120.27,74.6,Seema,22,Printer_C
Mango Pickle,Pickle,1kg,B05995,2023-11-07,92.0,92,68.77,41.93,Ajay,98,Printer_C
Jai Ho Mango Pickle,Pickle,100gm,B05996,2024-02-14,5.2,52,116.63,97.04,Sunil,279,Printer_C
Mango Pickle,Pickle,200gm,B05997,2023-05-11,25.6,128,93.66,62.46,Ajay,60,Printer_A
Green Chilly Pickle,Pickle,500gm,B05998,2023-10-10,73.0,146,109.46,70.86,Sunil,71,Printer_B
Green Chilly Pickle,Pickle,500gm,B05999,2023-04-20,40.0,80,57.68,39.65,Priya,139,Printer_A
Bedgi Mirchi Powder,Masala,50gm,B06000,2024-12-06,5.8,116,65.99,52.7,Ajay,29,Printer_B
Green Chilly Pickle,Pickle,1kg,B06001,2024-06-05,143.0,143,89.35,55.88,Ravi,168,Printer_A
Karala Chatani,Chutney,500gm,B06002,2025-04-13,45.5,91,82.68,69.38,Seema,16,Printer_A
Chatpata Masala,Masala,500gm,B06003,2024-06-13,66.5,133,51.88,46.28,Ravi,258,Printer_C
Green Chilly Pickle,Pickle,500gm,B06004,2024-09-11,44.0,88,35.32,21.69,Neha,163,Printer_A
Kolhapuri Jhatka,Masala,1kg,B06005,2024-06-06,63.0,63,134.8,99.42,Priya,38,Printer_B
Garam Masala,Masala,500gm,B06006,2024-09-02,70.5,141,94.19,60.07,Ajay,22,Printer_A
Tikhat Mirchi Powder,Masala,200gm,B06007,2023-04-06,17.4,87,80.29,56.58,Ajay,129,Printer_C
Biryani Pulav Masala,Masala,1kg,B06008,2025-03-08,57.0,57,38.8,25.88,Priya,113,Printer_C
Green Chilly Pickle,Pickle,1kg,B06009,2025-06-05,160.0,160,125.68,77.23,Ajay,139,Printer_B
Green Chilly Pickle,Pickle,500gm,B06010,2023-08-14,57.0,114,51.66,42.62,Neha,40,Printer_A
Kitchen King Masala,Masala,200gm,B06011,2024-04-18,13.2,66,89.22,64.68,Ravi,169,Printer_A
Mango Pickle,Pickle,50gm,B06012,2025-05-25,5.6,112,91.42,80.46,Priya,220,Printer_A
Mango Pickle,Pickle,200gm,B06013,2023-09-02,26.4,132,90.03,77.1,Ravi,49,Printer_A
Hirva Thecha,Thecha,500gm,B06014,2024-11-21,27.0,54,63.22,45.47,Sunil,232,Printer_A
Sunday Kala Masala,Masala,50gm,B06015,2025-12-03,7.2,144,136.9,83.83,Ravi,64,Printer_B
Chicken Masala,Masala,1kg,B06016,2024-05-10,122.0,122,46.55,41.64,Neha,137,Printer_A
8+2 Mirchi Powder,Masala,500gm,B06017,2025-11-28,48.5,97,61.79,35.0,Ajay,261,Printer_C
Sunday Kala Masala,Masala,100gm,B06018,2023-12-11,10.7,107,47.14,29.07,Seema,76,Printer_B
Green Chilly Pickle,Pickle,1kg,B06019,2025-07-15,97.0,97,47.3,31.28,Sunil,111,Printer_A
Mango Pickle,Pickle,100gm,B06020,2023-02-13,11.2,112,144.84,92.48,Ajay,214,Printer_C
Shengdana Chatani,Chutney,50gm,B06021,2025-07-21,4.25,85,42.57,36.22,Priya,216,Printer_A
Panipuri Chatani,Chutney,500gm,B06022,2023-03-09,26.0,52,33.22,24.36,Ravi,85,Printer_B
Kanda Lasun Masala,Masala,50gm,B06023,2024-04-05,5.5,110,104.3,81.97,Neha,225,Printer_B
Malvani Masala,Masala,1kg,B06024,2025-05-22,116.0,116,141.38,80.79,Ajay,81,Printer_B
Green Chilly Pickle,Pickle,200gm,B06025,2023-11-07,18.8,94,31.76,27.43,Seema,261,Printer_C
Mithi Chatani,Chutney,50gm,B06026,2023-12-01,7.25,145,147.96,90.63,Ravi,201,Printer_C
Lime Chilly Pickle,Pickle,200gm,B06027,2023-10-18,14.8,74,74.18,45.38,Priya,265,Printer_B
Kitchen King Masala,Masala,1kg,B06028,2024-12-19,61.0,61,89.24,57.38,Neha,105,Printer_A
Kolhapuri Jhatka,Masala,50gm,B06029,2025-05-11,3.3,66,78.76,48.0,Seema,281,Printer_C
Jai Ho Mango Pickle,Pickle,100gm,B06030,2023-01-28,10.2,102,50.72,34.27,Ravi,150,Printer_C
Malvani Masala,Masala,100gm,B06031,2025-12-05,7.7,77,82.33,56.16,Priya,263,Printer_B
Sweet N Hot Lemon Pickle,Pickle,200gm,B06032,2025-10-08,25.2,126,43.41,29.71,Seema,84,Printer_C
Sweet N Hot Lemon Pickle,Pickle,200gm,B06033,2025-07-14,17.4,87,46.35,28.15,Neha,265,Printer_C
Green Chilly Pickle,Pickle,200gm,B06034,2025-01-28,20.6,103,88.98,74.0,Neha,242,Printer_A
Kolhapuri Jhatka,Masala,500gm,B06035,2025-04-20,78.0,156,43.9,26.36,Ajay,271,Printer_A
Green Chilly Pickle,Pickle,200gm,B06036,2023-08-01,22.4,112,54.49,42.71,Ajay,48,Printer_A
Kanda Lasun Masala,Masala,1kg,B06037,2024-08-10,75.0,75,121.19,90.33,Neha,270,Printer_A
Lime Chilly Pickle,Pickle,100gm,B06038,2023-06-09,14.1,141,37.15,28.48,Ravi,75,Printer_C
Garam Masala,Masala,200gm,B06039,2025-05-20,25.2,126,81.12,45.19,Ajay,35,Printer_A
Sunday Kala Masala,Masala,1kg,B06040,2023-01-21,100.0,100,83.16,60.75,Ajay,298,Printer_C
Lime Chilly Pickle,Pickle,200gm,B06041,2025-10-08,29.2,146,88.51,63.23,Seema,189,Printer_B
Dal Tadka Masala,Masala,50gm,B06042,2025-02-25,5.4,108,58.53,45.38,Seema,114,Printer_B
Misal Masala,Masala,500gm,B06043,2025-01-25,37.5,75,142.03,107.01,Ravi,120,Printer_A
Javas Chatani,Chutney,100gm,B06044,2025-05-21,7.2,72,140.34,96.54,Seema,175,Printer_B
Mix Pickle,Pickle,200gm,B06045,2024-09-24,23.2,116,130.2,72.04,Ajay,73,Printer_A
Mango Pickle,Pickle,50gm,B06046,2025-02-03,4.05,81,131.91,93.11,Seema,167,Printer_C
Garam Masala,Masala,1kg,B06047,2023-05-09,72.0,72,137.09,108.73,Sunil,293,Printer_C
Chunda,Pickle,500gm,B06048,2025-12-02,78.0,156,98.06,58.02,Ajay,199,Printer_A
Mango Pickle,Pickle,1kg,B06049,2024-12-24,56.0,56,68.36,56.28,Ravi,215,Printer_A
Meat Masala,Masala,100gm,B06050,2023-06-06,6.3,63,92.47,57.53,Neha,113,Printer_A
Chat Masala,Masala,500gm,B06051,2023-01-25,82.0,164,145.78,97.89,Ajay,278,Printer_A
Kolhapuri Jhatka,Masala,500gm,B06052,2023-07-20,45.5,91,42.8,33.78,Neha,133,Printer_B
Murabba,Pickle,1kg,B06053,2024-07-11,50.0,50,116.06,95.58,Seema,107,Printer_C
Chunda,Pickle,500gm,B06054,2023-06-26,26.0,52,145.83,129.5,Ravi,275,Printer_B
Kitchen King Masala,Masala,200gm,B06055,2023-11-26,10.6,53,86.67,52.76,Priya,124,Printer_C
Karala Chatani,Chutney,500gm,B06056,2025-12-05,56.5,113,55.75,36.71,Priya,214,Printer_A
Maruti Mango Pickle,Pickle,50gm,B06057,2023-06-12,4.0,80,37.34,28.25,Ravi,170,Printer_A
Mango Pickle,Pickle,200gm,B06058,2024-11-18,28.6,143,35.36,24.77,Sunil,262,Printer_A
Kitchen King Masala,Masala,200gm,B06059,2025-04-07,21.4,107,65.0,47.92,Ravi,238,Printer_C
Javas Chatani,Chutney,100gm,B06060,2023-11-07,5.0,50,95.37,85.47,Priya,263,Printer_B
Khobra Lasun Chatani,Chutney,50gm,B06061,2025-11-24,6.5,130,104.65,63.97,Ravi,247,Printer_B
Kitchen King Masala,Masala,50gm,B06062,2023-02-01,4.4,88,42.72,30.81,Sunil,32,Printer_A
Mango Pickle,Pickle,500gm,B06063,2024-09-25,52.5,105,30.92,24.61,Priya,277,Printer_C
Karala Chatani,Chutney,500gm,B06064,2023-10-12,49.5,99,114.32,94.17,Ravi,74,Printer_B
Kashmiri Mirchi Powder,Masala,50gm,B06065,2025-11-07,2.6,52,60.69,40.92,Ravi,11,Printer_B
Khobra Lasun Chatani,Chutney,500gm,B06066,2024-12-07,41.5,83,55.22,47.47,Seema,294,Printer_B
Green Chilly Pickle,Pickle,100gm,B06067,2025-11-16,13.7,137,134.55,111.79,Seema,207,Printer_A
Garam Masala,Masala,1kg,B06068,2025-09-11,83.0,83,75.82,63.91,Seema,49,Printer_C
Shengdana Chatani,Chutney,100gm,B06069,2025-04-26,11.9,119,67.16,40.91,Seema,261,Printer_A
Mithi Chatani,Chutney,50gm,B06070,2024-05-20,5.0,100,137.45,83.93,Seema,59,Printer_B
Panipuri Chatani,Chutney,200gm,B06071,2024-09-09,12.6,63,118.36,72.34,Sunil,68,Printer_C
Sweet N Hot Lemon Pickle,Pickle,500gm,B06072,2025-04-22,32.0,64,140.66,90.8,Priya,206,Printer_A
Green Chilly Pickle,Pickle,100gm,B06073,2025-04-19,6.9,69,117.45,105.56,Neha,82,Printer_B
Mango Pickle,Pickle,50gm,B06074,2024-07-08,5.35,107,93.08,73.29,Priya,221,Printer_C
Chatpata Masala,Masala,500gm,B06075,2023-05-04,25.0,50,36.14,29.54,Neha,89,Printer_B
Goda Masala,Masala,50gm,B06076,2023-12-03,6.7,134,72.48,65.16,Priya,232,Printer_B
Garam Masala,Masala,50gm,B06077,2024-05-04,2.95,59,73.31,62.03,Seema,201,Printer_B
Chat Masala,Masala,50gm,B06078,2025-06-13,4.05,81,45.33,28.85,Sunil,202,Printer_A
udad dal papad,Papad,200gm,B06079,2023-10-08,18.2,91,82.26,63.16,Seema,10,Printer_A
Haldi Powder,Masala,100gm,B06080,2024-09-11,8.1,81,38.88,21.81,Ajay,165,Printer_B
Meat Masala,Masala,500gm,B06081,2024-10-07,36.0,72,103.35,72.08,Sunil,254,Printer_B
udad dal papad,Papad,50gm,B06082,2023-05-14,7.9,158,98.63,77.86,Ajay,20,Printer_C
Garam Masala,Masala,100gm,B06083,2023-09-10,5.1,51,135.85,95.83,Neha,228,Printer_C
Garam Masala,Masala,200gm,B06084,2025-07-01,21.6,108,107.06,77.55,Neha,60,Printer_B
Papad,Papad,200gm,B06085,2023-11-15,14.0,70,38.38,29.44,Seema,16,Printer_B
Bedgi Mirchi Powder,Masala,200gm,B06086,2023-08-01,11.8,59,47.28,41.0,Neha,280,Printer_A
Green Chilly Pickle,Pickle,500gm,B06087,2023-08-02,59.0,118,120.81,102.82,Neha,203,Printer_A
Kitchen King Masala,Masala,50gm,B06088,2024-02-27,3.9,78,87.87,71.43,Ravi,213,Printer_A
Chicken Masala,Masala,50gm,B06089,2023-06-28,8.05,161,143.54,83.89,Ajay,179,Printer_C
8+2 Mirchi Powder,Masala,50gm,B06090,2023-07-27,4.0,80,134.28,102.39,Priya,250,Printer_B
Murabba,Pickle,100gm,B06091,2023-09-10,10.5,105,135.56,107.63,Ajay,26,Printer_C
Javas Chatani,Chutney,500gm,B06092,2025-01-15,38.0,76,76.88,57.01,Seema,225,Printer_A
Panipuri Chatani,Chutney,100gm,B06093,2025-11-17,6.5,65,101.31,78.07,Seema,272,Printer_C
Maruti Mango Pickle,Pickle,1kg,B06094,2025-05-16,109.0,109,95.06,48.02,Ajay,298,Printer_C
Mango Pickle,Pickle,1kg,B06095,2023-04-07,108.0,108,109.65,68.95,Ajay,216,Printer_C
Maruti Mango Pickle,Pickle,1kg,B06096,2025-06-06,111.0,111,123.39,88.51,Ajay,139,Printer_C
Garam Masala,Masala,100gm,B06097,2023-11-02,10.0,100,77.76,52.02,Priya,235,Printer_A
Khobra Lasun Chatani,Chutney,200gm,B06098,2024-11-19,17.0,85,108.66,80.42,Neha,18,Printer_A
Hirva Thecha,Thecha,100gm,B06099,2023-06-28,13.3,133,136.07,119.89,Ravi,54,Printer_A
Kolhapuri Thecha,Thecha,500gm,B06100,2024-10-17,65.0,130,65.65,44.0,Neha,151,Printer_A
Mix Pickle,Pickle,1kg,B06101,2023-12-25,109.0,109,127.22,76.87,Sunil,167,Printer_C
Green Chilly Pickle,Pickle,50gm,B06102,2025-04-03,8.9,178,75.24,49.06,Ajay,176,Printer_A
Lime Chilly Pickle,Pickle,100gm,B06103,2025-11-07,11.7,117,96.37,73.34,Priya,201,Printer_C
